Release_Date,Movie_Title,Production_Budget,Domestic_Gross,Worldwide_Gross
1991-06-28,The Naked Gun 2½: The Smell of Fear,23000000,86930411,86930411
2018-11-16,Green Book,23000000,85080171,320029388
1995-11-08,Dangerous Minds,23000000,84919401,178919401
1995-07-04,Bad Boys,23000000,65647413,141247413
2015-01-16,The Wedding Ringer,23000000,64460211,80171596
2000-03-17,Final Destination,23000000,53302314,112036870
2011-07-10,The Ides of March,23000000,40962534,77735925
2000-02-18,Pitch Black,23000000,39235088,53182088
2018-05-10,The Hate U Give,23000000,29719483,35067665
2001-03-30,Someone Like You,23000000,27338033,38684906
2014-10-01,Her,23000000,25568251,48043998
2001-05-10,Joy Ride,23000000,21973182,22204890
2012-12-01,Kari gurashi no Arietti,23000000,19192510,151496097
2012-01-20,Haywire,23000000,18942396,36374700
1999-12-11,Anywhere But Here,23000000,18653615,18653615
2004-01-09,Vanity Fair,23000000,16123851,19123851
2016-02-26,Eddie the Eagle,23000000,15789389,45060480
1987-07-17,Jaws 4: The Revenge,23000000,15728335,15728335
2021-01-15,The Marksman,23000000,15566093,21197274
2020-05-03,The Way Back,23000000,13590514,14563409
2000-08-25,The Crew,23000000,13019253,13019253
1996-12-20,Marvin's Room,23000000,12803305,12803305
2004-09-01,Chasing Liberty,23000000,12189514,12291975
2008-08-22,The Longshots,23000000,11511323,11778396
1999-03-12,The End of the Affair,23000000,10660147,10660147
1991-08-23,Harley Davidson and the Marlboro Man,23000000,7018525,7018525
2007-09-14,In the Valley of Elah,23000000,6777741,24489150
2009-09-25,Coco avant Chanel,23000000,6113834,50813834
2009-06-26,Chéri,23000000,2715657,2715657
2013-06-28,Redemption,23000000,36686,13593473
2008-04-25,Rogue,23000000,10452,4673377
2017-04-27,Chāi dàn zhuānjiā,23000000,0,58807172
2010-01-21,Shi Yue Wei Cheng,23000000,0,44195779
1987-06-24,Spaceballs,22700000,38119483,38119483
2007-06-22,1408,22500000,71985628,131263370
2016-04-11,Nocturnal Animals,22500000,10663357,32398681
2014-12-26,The Water Diviner,22500000,4200117,31054727
1990-07-13,Ghost,22000000,217631306,517600000
1998-07-15,There's Something About Mary,22000000,176484651,369884651
1994-11-11,The Santa Clause,22000000,145539357,190506000
2018-06-09,The Nun,22000000,117450119,363391647
2007-09-28,The Game Plan,22000000,90648202,146590987
2002-03-29,The Rookie,22000000,75600072,80491516
1995-02-06,The Bridges of Madison County,22000000,71516617,175516617
2014-02-28,Son of God,22000000,59700064,70949793
2001-01-06,The Animal,22000000,55762229,55762229
2014-08-08,The Hundred-Foot Journey,22000000,54235441,94270488
1982-08-12,Gandhi,22000000,52767889,127767889
2003-09-19,Underworld,22000000,51970690,95708457
1995-07-28,The Net,22000000,50621733,110521733
2012-03-08,Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695
2001-12-28,I Am Sam,22000000,40270895,92542418
2019-12-27,The Gentlemen,22000000,36471796,113876604
2005-11-11,Derailed,22000000,36020063,57520063
2009-09-18,The Informant!,22000000,33316821,41771168
2013-11-21,Delivery Man,22000000,30659817,55616322
2016-05-02,Hail Caesar!,22000000,30080225,64220196
2001-08-24,Jay and Silent Bob Strike Back,22000000,30059386,33762400
1993-12-29,Shadowlands,22000000,25842377,25842377
2008-08-27,Traitor,22000000,23530831,27882226
2005-12-08,Deuce Bigalow: European Gigolo,22000000,22400154,45273464
2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577
2008-01-18,Mad Money,22000000,20668843,25044057
2013-11-27,Homefront,22000000,20158492,51695362
2008-09-19,Igor,22000000,19528602,31013349
2001-09-02,Saving Silverman,22000000,19351569,25873142
1999-02-07,Summer of Sam,22000000,19288130,19288130
2001-09-14,The Glass House,22000000,17951431,22861785
2015-02-09,The Transporter Refueled,22000000,16029670,69698495
2001-11-04,Josie and the Pussycats,22000000,14252830,14307223
2012-08-22,Hit & Run,22000000,13749300,17216955
2000-10-13,The Little Vampire,22000000,13555988,13560782
2004-01-10,I Heart Huckabees,22000000,12784713,20034713
2017-11-17,Roman J. Israel Esq.,22000000,11962712,12967012
2013-04-12,Out of the Furnace,22000000,11330849,15434375
1993-05-11,RoboCop 3,22000000,10696210,10696210
1999-08-27,Dudley Do-Right,22000000,9818792,9818792
2017-08-12,Just Getting Started,22000000,6069605,6756412
2001-09-21,Megiddo: Omega Code 2,22000000,6047691,6047691
2070-06-24,Darling Lili,22000000,5000000,5000000
2005-11-23,The Libertine,22000000,4835065,9448623
2007-06-04,Zwartboek,22000000,4398532,27238354
2014-10-31,Before I Go to Sleep,22000000,3242457,19563579
2010-08-10,Stone,22000000,1810078,4065020
2006-03-03,Joyeux Noël,22000000,1054361,23134075
2013-07-18,Metegol,22000000,0,34061097
1977-06-24,Sorcerer,21600000,12000000,12006010
2007-07-27,Molière,21600000,635733,791154
2007-05-10,Michael Clayton,21500000,49033882,92987651
1999-09-07,Arlington Road,21500000,24419219,24419219
1996-12-20,My Fellow Americans,21500000,22331846,22331846
2012-04-20,To Rome with Love,21500000,16684352,74290305
2012-11-16,Silver Linings Playbook,21000000,132092958,236412453
2018-03-29,Blockers,21000000,60311495,94523781
1999-06-30,South Park: Bigger Longer & Uncut,21000000,52037603,52037603
1982-06-18,Firefox,21000000,45785720,45785720
1993-03-19,Teenage Mutant Ninja Turtles III,21000000,42273609,42273609
2001-09-14,Hardball,21000000,40222729,43728560
2010-05-11,For Colored Girls,21000000,37729698,38017873
2007-05-01,Freedom Writers,21000000,36605602,43632609
2019-08-05,The Hustle,21000000,35417038,97409779
2017-04-08,Kidnap,21000000,30718107,34836080
2002-11-10,The Transporter,21000000,25296447,43928932
2008-03-14,Never Back Down,21000000,24850922,39319801
2011-09-12,Tinker Tailor Soldier Spy,21000000,24149393,81428388
2017-09-13,Victoria and Abdul,21000000,22245070,68271146
1999-05-11,The Bachelor,21000000,21731001,36882378
1999-12-03,The Rage: Carrie 2,21000000,17760244,17760244
2008-01-08,Swing Vote,21000000,16289867,17589867
2009-05-06,Away We Go,21000000,9451946,10108016
2002-09-27,Moonlight Mile,21000000,6830957,6830957
2011-06-05,The Beaver,21000000,970816,5046038
2017-02-24,Bitter Harvest,21000000,557241,606162
1999-10-22,Molly,21000000,17396,17396
2015-03-15,Robot Overlords,21000000,0,991329
2019-01-02,Velvet Buzzsaw,21000000,0,0
2019-12-09,Hustlers,20700000,104963598,150472713
1999-04-23,eXistenZ,20700000,2840417,2840417
1982-07-23,The Best Little Whorehouse in Texas,20500000,69701637,69701637
2006-11-08,Pulse,20500000,20264436,30241435
1981-12-06,Raiders of the Lost Ark,20000000,225686079,367452079
2019-03-20,Us,20000000,175084580,256091919
1992-11-20,Home Alone 2: Lost in New York,20000000,173585516,358994850
1977-11-16,Close Encounters of the Third Kind,20000000,169100479,340800479
1987-05-20,Beverly Hills Cop II,20000000,153665036,276665036
2016-11-30,La La Land,20000000,151101803,444535865
2013-07-18,The Conjuring,20000000,137400141,317744402
2003-07-03,Bringing Down the House,20000000,132675402,164675402
2017-10-17,Wonder,20000000,132422809,311940097
1991-02-14,The Silence of the Lambs,20000000,130726716,275726716
1992-02-14,Wayne's World,20000000,121697323,183097323
2010-10-15,Jackass 3D,20000000,117229692,171685793
2016-07-29,Bad Moms,20000000,113257297,180485601
2019-01-17,Glass,20000000,111048468,246999039
1978-06-16,Jaws 2,20000000,102922376,208900376
2008-03-10,Beverly Hills Chihuahua,20000000,94514402,154218168
2021-10-14,Halloween Kills,20000000,91991205,130872938
2014-02-07,Tammy,20000000,84525432,96407655
2019-08-14,Good Boys,20000000,83140306,111173598
2005-01-21,Are We There Yet?,20000000,82674398,98114471
2011-11-16,The Descendants,20000000,82624961,175507800
2003-03-10,School of Rock,20000000,81261177,131944672
2007-04-13,Disturbia,20000000,80818974,118537627
1988-07-29,Cocktail,20000000,78222753,78222753
1993-07-16,Free Willy,20000000,77698625,153698625
2019-02-27,Tyler Perry’s A Madea Family Funeral,20000000,73257045,74781999
2016-10-21,Tyler Perry’s Boo! A Madea Halloween,20000000,73206343,73206343
2004-06-23,White Chicks,20000000,69148997,111448997
2009-04-24,Obsessed,20000000,68261644,73964713
2003-04-18,Holes,20000000,67383924,71232214
2012-06-29,Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887
2010-03-31,The Last Song,20000000,62950384,92678948
2010-02-04,Why Did I Get Married Too?,20000000,60095852,60831067
1998-10-23,La vita è bella,20000000,57598247,229375361
2017-03-03,The Shack,20000000,57386418,96908458
2013-10-18,12 Years a Slave,20000000,56671993,180765061
2002-12-13,Drumline,20000000,56398162,56398875
2016-01-06,Me Before You,20000000,56245075,208064908
2019-08-02,What Men Want,20000000,54611903,69911903
2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202
1990-07-12,Edward Scissorhands,20000000,53976987,53980220
2018-12-09,A Simple Favor,20000000,53548586,97628717
2015-09-01,Selma,20000000,52076908,66776576
1995-11-08,A Walk in the Clouds,20000000,50008143,50008143
1980-12-12,Popeye,20000000,49823037,49823037
2006-02-17,Date Movie,20000000,48548426,85146165
2002-02-15,Peter Pan: Return to Neverland,20000000,48430258,109862682
2003-02-14,The Jungle Book 2,20000000,47901582,139924202
2007-03-16,Premonition,20000000,47852604,84146832
2017-10-20,Tyler Perry’s Boo 2! A Madea Halloween,20000000,47319572,47879572
2005-04-02,Boogeyman,20000000,46752382,67192859
2000-11-02,The Tigger Movie,20000000,45542421,96147688
2015-06-11,Spotlight,20000000,45055776,91902438
2019-11-27,Queen & Slim,20000000,43808310,47936399
2018-03-29,Acrimony,20000000,43549096,46627836
2015-06-25,Max,20000000,42656255,43658157
2008-03-21,Meet the Browns,20000000,41975388,41975388
2009-07-24,Orphan,20000000,41596251,78769428
2017-11-15,The Star,20000000,40847995,62706947
2007-01-26,Epic Movie,20000000,39739367,86858578
2008-09-19,Lakeview Terrace,20000000,39263506,44821299
2006-10-13,The Grudge 2,20000000,39143839,70743839
2016-07-27,Nerve,20000000,38583626,85583945
1998-08-14,How Stella Got Her Groove Back,20000000,37672944,37672944
1991-07-19,Bill & Ted's Bogus Journey,20000000,37537675,37540024
2006-10-13,Man of the Year,20000000,37442180,41342180
2016-02-18,Risen,20000000,36880033,46244066
2010-08-18,Vampires Suck,20000000,36661504,81424988
1979-12-21,The Black Hole,20000000,35841901,35841901
2010-01-09,The American,20000000,35606376,67950723
1997-03-21,Selena,20000000,35450113,35450113
2011-04-11,A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745
2004-03-19,Eternal Sunshine of the Spotless Mind,20000000,34366518,72401378
2013-04-01,Texas Chainsaw 3D,20000000,34341945,47666013
2006-10-27,Babel,20000000,34302837,132121212
2014-09-19,This is Where I Leave You,20000000,34296320,41296320
2008-12-12,Doubt,20000000,33446470,53191101
2004-10-15,Team America: World Police,20000000,32774834,50948811
1995-10-27,Copycat,20000000,32051917,32051917
2013-11-04,Scary Movie V,20000000,32015787,78613981
2010-12-03,She's Out of My League,20000000,32010860,48680977
2008-11-26,Milk,20000000,31841299,57293371
2069-10-15,Paint Your Wagon,20000000,31678778,31678778
2011-08-31,The Debt,20000000,31177548,46604054
2002-10-25,Ghost Ship,20000000,30113491,68349884
2010-08-01,Daybreakers,20000000,30101577,51445503
2008-07-03,The Bank Job,20000000,30060660,66143005
1998-03-20,Wild Things,20000000,29795299,55576699
2009-10-16,The Stepfather,20000000,29062561,29227561
2000-03-31,High Fidelity,20000000,27277055,47881663
2006-04-28,Stick It,20000000,26910736,30399714
2008-04-01,One Missed Call,20000000,26890041,44513466
1996-12-01,Eye for an Eye,20000000,26792700,26792700
2008-11-04,Street Kings,20000000,26418667,65457811
2013-07-19,The World's End,20000000,26004851,47124638
1996-01-19,From Dusk Till Dawn,20000000,25728961,25736162
2010-09-24,You Again,20000000,25702053,32838945
2007-06-15,Nancy Drew,20000000,25584685,30703845
2010-09-17,Alpha and Omega 3D,20000000,25107267,48958353
2018-11-23,On the Basis of Sex,20000000,24704837,38837336
2014-02-14,Endless Love,20000000,23438250,34718173
2006-08-09,The Covenant,20000000,23364784,38164784
2021-12-05,Spiral,20000000,23216862,39522047
2011-01-07,Monte Carlo,20000000,23186769,39686769
2006-03-24,Stay Alive,20000000,23086480,23187506
2005-07-10,2 For the Money,20000000,22991379,30491379
2017-06-14,Rough Night,20000000,22105643,46844357
1998-04-12,Psycho,20000000,21541218,37226218
1990-10-19,Quigley Down Under,20000000,21413105,21413105
1995-09-27,To Die For,20000000,21284514,27688744
2009-08-21,Shorts,20000000,20919166,29870801
1998-10-30,Vampires,20000000,20268825,20268825
2008-09-19,Appaloosa,20000000,20211394,27911453
2015-12-11,Secret in Their Eyes,20000000,20180155,32608019
2004-08-13,Yu-Gi-Oh,20000000,19762690,28715003
2007-03-23,Reign Over Me,20000000,19661987,20081987
2008-09-19,My Best Friend's Girl,20000000,19219250,34787111
2007-11-05,Georgia Rule,20000000,18882880,20819601
1981-07-31,Under the Rainbow,20000000,18826490,18826490
1985-12-04,Ladyhawke,20000000,18400000,18400000
2007-09-21,Into the Wild,20000000,18354356,56822960
1998-11-09,Simon Birch,20000000,18253415,18310591
2005-11-02,Pooh's Heffalump Movie,20000000,18098433,55686944
2006-09-29,School for Scoundrels,20000000,17807569,17807569
2018-08-29,Operation Finale,20000000,17612099,17612099
2012-10-26,Silent Hill: Revelation 3D,20000000,17530219,55975672
1995-03-11,Home for the Holidays,20000000,17468887,22119269
2017-03-24,The Zookeeper’s Wife,20000000,17445186,26308749
2009-02-20,Fired Up,20000000,17231291,18608570
2004-09-14,Kung Fu Hustle,20000000,17104669,102034104
2002-07-26,The Country Bears,20000000,16988996,16988996
2007-03-16,Dead Silence,20000000,16574590,20614661
2003-11-21,21 Grams,20000000,16248701,59667625
2009-04-12,Armored,20000000,15988876,23661038
2007-12-14,The Kite Runner,20000000,15800078,74180745
2004-03-09,Paparazzi,20000000,15712072,16612072
2003-01-17,A Guy Thing,20000000,15543862,17430594
2065-02-15,The Greatest Story Ever Told,20000000,15473333,15473333
2000-07-21,Loser,20000000,15464026,18250106
2009-09-23,Capitalism: A Love Story,20000000,14363397,19121531
2012-04-13,Lockout,20000000,14326865,33943049
2008-08-29,Disaster Movie,20000000,14190901,36720752
2011-09-30,What's Your Number?,20000000,14011084,30163785
1997-11-14,The Man Who Knew Too Little,20000000,13801755,13801755
2009-04-17,Crank 2: High Voltage,20000000,13684249,35472739
2015-10-22,Burnt,20000000,13651946,36766293
2004-04-30,Envy,20000000,13548322,14566246
2006-10-13,One Night with the King,20000000,13395961,13725032
1994-10-21,Bullets Over Broadway,20000000,13383747,13383747
2008-09-19,Ghost Town,20000000,13367624,29958228
2002-11-22,The Quiet American,20000000,12987647,26348203
2016-02-19,Triple 9,20000000,12639297,25943792
2016-02-09,The Light Between Oceans,20000000,12545979,22281732
2005-10-28,The Weather Man,20000000,12482775,15466961
2002-08-23,Undisputed,20000000,12398628,12398628
2009-03-27,12 Rounds,20000000,12234694,17306648
2010-01-10,Let Me In,20000000,12134935,28270399
1994-06-05,3 Ninjas Kick Back,20000000,11744960,11744960
2008-02-22,Be Kind Rewind,20000000,11175164,30894247
2005-09-12,Mrs. Henderson Presents,20000000,11036366,27836366
1997-12-12,Deconstructing Harry,20000000,10686841,10686841
1999-10-22,Three to Tango,20000000,10570375,10570375
1989-12-15,We're No Angels,20000000,10555348,10555348
1996-06-12,Everyone Says I Love You,20000000,9725847,34600000
2007-08-31,Death Sentence,20000000,9534258,16907831
2016-03-06,Popstar: Never Stop Never Stopping,20000000,9496130,9537120
2017-10-27,Thank You for Your Service,20000000,9479390,9985316
2009-04-12,Everybody's Fine,20000000,9208876,9208876
2019-08-16,Where’d You Go Bernadette,20000000,9198356,10840632
2004-08-27,Superbabies: Baby Geniuses 2,20000000,9109322,9355369
2013-09-20,Battle of the Year,20000000,8888355,16723377
2016-04-15,Ratchet and Clank,20000000,8813410,14365639
2005-09-09,The Man,20000000,8330720,10393696
2007-05-01,Code Name: The Cleaner,20000000,8135024,8135024
2014-12-12,Inherent Vice,20000000,8110975,14772346
2004-04-16,Connie and Carla,20000000,8047525,9649039
2013-11-10,Machete Kills,20000000,8008161,18273009
2069-01-04,Sweet Charity,20000000,8000000,8000000
2006-02-24,Doogal,20000000,7578946,28058652
2005-09-16,Proof,20000000,7535331,8284331
2008-03-10,An American Carol,20000000,7013191,7022183
2003-03-14,Willard,20000000,6882696,6882696
2008-01-02,Strange Wilderness,20000000,6575282,6947084
2015-04-24,Little Boy,20000000,6485961,17769299
1999-12-17,Topsy Turvy,20000000,6201757,7797344
2012-10-25,Chasing Mavericks,20000000,6002756,8300821
2014-12-31,A Most Violent Year,20000000,5749134,8869722
2011-11-23,A Dangerous Method,20000000,5702083,14807531
2006-07-07,A Scanner Darkly,20000000,5501616,7405084
2009-08-14,Bandslam,20000000,5210988,12967829
2005-01-28,Alone in the Dark,20000000,5178569,10588079
2004-10-29,Birth,20000000,5005899,14603001
2016-08-26,Hands of Stone,20000000,4712792,5031975
2019-03-05,Tolkien,20000000,4535154,8967531
2008-10-24,Passchendaele,20000000,4452423,4453327
2008-03-10,Flash of Genius,20000000,4442377,4504111
2007-11-21,I’m Not There,20000000,4017609,12397613
2012-04-04,The Cold Light of Day,20000000,3763583,25361206
2009-05-15,The Brothers Bloom,20000000,3531756,5531756
2008-10-24,Synecdoche New York,20000000,3083538,4383538
2020-01-24,The Last Full Measure,20000000,2949212,3321111
2018-12-10,Suspiria,20000000,2483472,7023292
2017-03-11,LBJ,20000000,2468683,2507181
1999-10-29,Mononoke-hime,20000000,2374107,150345863
2004-03-19,Bon Voyage,20000000,2353728,8359720
2015-11-13,My All-American,20000000,2246000,2246000
1980-06-20,Can't Stop the Music,20000000,2000000,2000000
2006-05-05,The Proposition,20000000,1903434,5313608
2003-08-22,Marci X,20000000,1646664,1646664
2002-06-12,Equilibrium,20000000,1190018,5345869
2011-04-29,Dylan Dog: Dead of Night,20000000,1186538,6093725
2012-08-29,The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907
